1536678924 0 0 1 0 0
1536874165 1 0 1 0 0
1536876012 2 0 1 0 0
1536876199 3 0 1 0 0
1537216161 4 0 1 0 0
1537219735 5 0 1 0 0
1537223634 6 0 1 0 0
1537224037 7 0 1 0 0
1537224579 8 0 1 0 0
1537224907 9 0 1 0 0
1537306442 10 0 1 0 0
1537306531 11 0 1 0 0
1537913694 12 0 1 0 0
1538168315 13 0 1 0 0
1538172141 14 0 1 0 0
1538604328 15 0 1 0 0
1538635633 16 0 1 0 0
1538666652 17 0 1 0 0
1538667602 18 0 1 0 0
1538668028 19 0 1 0 0
1538668850 20 0 1 0 0
1538673854 21 0 1 0 0
1538674091 22 0 1 0 0
1538676193 23 0 1 0 0
1538687231 24 0 1 0 0
1538687852 25 0 1 0 0
1538688962 26 0 1 0 0
1538707899 27 0 1 0 0
1538709089 28 0 1 0 0
1538750450 29 0 1 0 0
1538963704 30 0 1 0 0
1538963838 31 0 1 0 0
1538973905 32 0 1 0 0
1538974150 33 0 1 0 0
1538974269 34 0 1 0 0
1538974347 35 0 1 0 0
1538979414 36 0 1 0 0
1538979509 37 0 1 0 0
1538979597 38 0 1 0 0
1538979919 39 0 1 0 0
1538980162 40 0 1 0 0
1539057569 41 0 1 0 0
1539057680 42 0 1 0 0
1539057699 43 0 1 0 0
1539057885 44 0 1 0 0
1539058361 45 0 1 0 0
1539058463 46 0 1 0 0
1539207972 47 0 1 0 0
1539208039 48 0 1 0 0
1539233116 49 0 1 0 0
1539279105 49 1 1 0 0
1539279383 49 2 1 0 0
1539279749 50 2 1 0 0
1539704214 51 2 1 0 0
1539706689 52 2 1 0 0
1539710757 53 2 1 0 0
1539714981 57 2 1 0 0
1539716479 58 2 1 0 0
1539724454 58 2 2 0 0
1539746497 59 2 2 0 0
1539746673 60 2 2 0 0
1539752826 61 2 2 0 0
1539756597 62 2 2 0 0
1539813939 63 2 2 0 0
1539824366 64 2 2 0 0
1539832687 65 2 2 0 0
1539833319 66 2 2 0 0
1539833729 67 2 2 0 0
1539840026 68 2 2 0 0
1539842365 69 2 2 0 0
1539877374 70 2 2 0 0
1539888329 71 2 2 0 0
1539888825 72 2 2 0 0
1539889030 73 2 2 0 0
1539890986 74 2 2 0 0
1539894081 75 2 2 0 0
1539895065 76 2 2 0 0
1539895412 77 2 2 0 0
1539897422 78 2 2 0 0
1539898100 79 2 2 0 0
1539898178 80 2 2 0 0
1539901980 81 2 2 0 0
1539911226 82 2 2 0 0
1539911302 83 2 2 0 0
1539911941 84 2 2 0 0
1540339549 85 2 2 0 0
1540339825 86 2 2 0 0
1540341322 87 2 2 0 0
1540341592 88 2 2 0 0
1540689234 89 2 2 0 0
1540689331 90 2 2 0 0
1540690028 91 2 2 0 0
1540690083 92 2 2 0 0
1540690484 93 2 2 0 0
1540691410 94 2 2 0 0
1540691757 95 2 2 0 0
1540692159 96 2 2 0 0
1540692260 97 2 2 0 0
1540710181 98 2 2 0 0
1540713338 99 2 2 0 0
1540752606 100 2 2 0 0
1540752973 101 2 2 0 0
1540753636 102 2 2 0 0
1540754080 103 2 2 0 0
1540754411 104 2 2 0 0
1540760170 105 2 2 0 0
1540761451 106 2 2 0 0
1540762382 107 2 2 0 0
1540772487 108 2 2 0 0
1540773431 109 2 2 0 0
1540773962 110 2 2 0 0
1540778002 111 2 2 0 0
1540784483 112 2 2 0 0
1540785568 113 2 2 0 0
1540787020 114 2 2 0 0
1540787306 115 2 2 0 0
1540840939 116 2 2 0 0
1540841026 117 2 2 0 0
1540841521 118 2 2 0 0
1540848937 119 2 2 0 0
1540877063 120 2 2 0 0
1540927410 121 2 2 0 0
1540927435 122 2 2 0 0
1540928836 123 2 2 0 0
1540929285 124 2 2 0 0
1540936094 124 2 2 0 1
1541016942 125 2 2 0 1
1541371713 126 2 2 0 1
1541372412 127 2 2 0 1
1541372496 128 2 2 0 1
1541373158 129 2 2 0 1
1541374518 130 2 2 0 1
1541374585 131 2 2 0 1
1541399642 132 2 2 0 1
1541401476 133 2 2 0 1
1541401743 134 2 2 0 1
1541401941 135 2 2 0 1
1541556577 136 2 2 0 1
1541603922 136 2 2 1 1
1541604650 137 2 2 1 1
1541787866 138 2 2 1 1
1541788183 139 2 2 1 1
1543951222 139 3 2 1 1
1543952447 139 4 2 1 1
1543953960 139 5 2 1 1
1543954114 139 6 2 1 1
1543956175 140 6 2 1 1
1543956947 141 6 2 1 1
1547827574 142 6 2 1 1
1550871598 143 6 2 1 1
1551038000 144 6 2 1 1
1553367836 145 6 2 1 1
1553539850 146 6 2 1 1
1553540330 147 6 2 1 1
1553540395 148 6 2 1 1
1553542425 149 6 2 1 1
1554340695 150 6 2 1 1
1554341227 151 6 2 1 1
1557887326 152 6 2 1 1
1557931044 153 6 2 1 1
1557931390 154 6 2 1 1
1557931606 155 6 2 1 1
1557932178 156 6 2 1 1
